,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Building140.47111183278224_percentage,Building_percentage
3590,Doncaster,2/20 Wetherby Rd,2,u,492500.0,S,Barry,03-09-2016,13.9,3108.0,2.0,1.0,1.0,65.0,26.050277515351915,1975.0,Manningham,-37.7887,145.1438,Eastern Metropolitan,9028.0,,
3591,Doncaster,5 Boyd St,3,h,1403000.0,S,Barry,03-12-2016,13.9,3108.0,3.0,1.0,4.0,727.0,123.0,1970.0,Manningham,-37.7942,145.1218,Eastern Metropolitan,9028.0,0.16918844566712518,0.16918844566712518
3592,Doncaster,20 Finlayson St,4,h,1408000.0,S,Jellis,03-12-2016,13.9,3108.0,4.0,2.0,0.0,725.0,290.5607876712329,,Manningham,-37.7891,145.1073,Eastern Metropolitan,9028.0,,
3593,Doncaster,39 Frederick St,4,t,855000.0,S,Barry,03-12-2016,13.9,3108.0,4.0,2.0,2.0,242.0,96.98718705715636,,Manningham,-37.7915,145.1258,Eastern Metropolitan,9028.0,,
3594,Doncaster,19 Hanke Rd,3,h,1450000.0,PI,Barry,03-12-2016,13.9,3108.0,3.0,1.0,1.0,638.0,115.0,1970.0,Manningham,-37.7912,145.1248,Eastern Metropolitan,9028.0,0.18025078369905956,0.18025078369905956
3595,Doncaster,47 Roseland Gr,5,h,1461800.0,SP,Jellis,03-12-2016,13.9,3108.0,5.0,2.0,2.0,660.0,264.510510155881,,Manningham,-37.7791,145.1328,Eastern Metropolitan,9028.0,,
3596,Doncaster,33 Thiele St,4,h,1396000.0,S,Barry,03-12-2016,13.9,3108.0,4.0,1.0,2.0,658.0,138.0,1975.0,Manningham,-37.7827,145.1358,Eastern Metropolitan,9028.0,0.20972644376899696,0.20972644376899696
3597,Doncaster,2/63 Whittens La,3,t,880000.0,SN,Philip,03-12-2016,13.9,3108.0,3.0,2.0,1.0,0.0,0.0,,Manningham,-37.7914,145.131,Eastern Metropolitan,9028.0,,
3598,Doncaster,1/3 Katrina St,4,t,1320000.0,PI,Ray,04-02-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3599,Doncaster,22 Glenfern Av,3,h,1100000.0,PI,Barry,04-03-2017,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3600,Doncaster,28 Glenfern Av,4,h,880000.0,VB,Fletchers,04-03-2017,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3601,Doncaster,1/4 Gregory Ct,4,t,1231000.0,SP,Jellis,04-03-2017,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3602,Doncaster,12 Murillo Ct,5,h,1535000.0,PI,Ray,04-03-2017,13.9,3108.0,5.0,3.0,2.0,681.0,272.9267536608408,,Manningham,-37.7722,145.1309,Eastern Metropolitan,9028.0,,
3603,Doncaster,2 Nola St,3,h,1125000.0,VB,hockingstuart,04-03-2017,13.9,3108.0,3.0,2.0,2.0,819.0,173.0,1970.0,Manningham,-37.781,145.1036,Eastern Metropolitan,9028.0,0.21123321123321123,0.21123321123321123
3604,Doncaster,6 Acheron St,4,h,880000.0,SP,hockingstuart,04-06-2016,13.9,3108.0,5.0,3.0,2.0,652.0,481.0,1970.0,Manningham,-37.7909,145.1149,Eastern Metropolitan,9028.0,0.7377300613496932,0.7377300613496932
3605,Doncaster,18 Buckingham Cr,4,h,1390000.0,PI,Ray,04-06-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3606,Doncaster,8/3 Carnarvon St,3,u,700000.0,PI,Barry,04-06-2016,13.9,3108.0,3.0,2.0,2.0,0.0,119.0,2007.0,Manningham,-37.7862,145.1235,Eastern Metropolitan,9028.0,inf,inf
3607,Doncaster,28 Larkspur Av,3,h,880000.0,PI,Barry,04-06-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3608,Doncaster,402/18 Berkeley St,2,u,880000.0,SP,Foxtons,06-08-2016,13.9,3108.0,2.0,2.0,1.0,0.0,100.0,2011.0,Manningham,-37.7856,145.128,Eastern Metropolitan,9028.0,inf,inf
3609,Doncaster,1a Morris St,4,h,1152000.0,S,Jellis,06-08-2016,13.9,3108.0,4.0,2.0,2.0,336.0,176.0,2007.0,Manningham,-37.794,145.1178,Eastern Metropolitan,9028.0,0.5238095238095238,0.5238095238095238
3610,Doncaster,5 Arnold Gr,4,h,1868000.0,S,hockingstuart,07-05-2016,13.9,3108.0,3.0,2.0,2.0,925.0,218.0,1960.0,Manningham,-37.7869,145.1183,Eastern Metropolitan,9028.0,0.23567567567567568,0.23567567567567568
3611,Doncaster,72 Board St,3,h,920000.0,PI,Ray,07-05-2016,13.9,3108.0,4.0,3.0,3.0,655.0,262.50664265470004,,Manningham,-37.7798,145.1319,Eastern Metropolitan,9028.0,,
3612,Doncaster,22 Saxon St,4,h,1050000.0,PI,Barry,07-05-2016,13.9,3108.0,4.0,2.0,2.0,317.0,194.0,1995.0,Manningham,-37.7815,145.1279,Eastern Metropolitan,9028.0,0.61198738170347,0.61198738170347
3613,Doncaster,37 Tullamore Av,5,h,1550000.0,PI,Barry,07-05-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3614,Doncaster,26 Brendan Av,5,h,1605000.0,S,Barry,07-11-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3615,Doncaster,3/37 Highview Dr,3,u,910000.0,S,Barry,07-11-2016,13.9,3108.0,3.0,2.0,2.0,299.0,135.0,2001.0,Manningham,-37.7929,145.1338,Eastern Metropolitan,9028.0,0.451505016722408,0.451505016722408
3616,Doncaster,3 Maralee Pl,3,h,1850000.0,S,Jellis,07-11-2016,13.9,3108.0,3.0,1.0,2.0,1073.0,143.0,1960.0,Manningham,-37.7772,145.1157,Eastern Metropolitan,9028.0,0.13327120223671948,0.13327120223671948
3617,Doncaster,41 Pettys La,4,h,1225000.0,S,Ray,07-11-2016,13.9,3108.0,4.0,3.0,2.0,740.0,185.0,1985.0,Manningham,-37.7912,145.1127,Eastern Metropolitan,9028.0,0.25,0.25
3618,Doncaster,33 Somerville St,4,h,1316000.0,S,Jellis,07-11-2016,13.9,3108.0,4.0,2.0,2.0,716.0,155.0,1965.0,Manningham,-37.778,145.1173,Eastern Metropolitan,9028.0,0.2164804469273743,0.2164804469273743
3619,Doncaster,6/14 Firth St,2,u,400000.0,VB,Ross,08-10-2016,13.9,3108.0,2.0,1.0,2.0,0.0,0.0,,Manningham,-37.7868,145.1223,Eastern Metropolitan,9028.0,,
3620,Doncaster,36 Henry St,5,h,1400000.0,S,Jellis,08-10-2016,13.9,3108.0,5.0,3.0,2.0,656.0,320.0,1985.0,Manningham,-37.7752,145.1317,Eastern Metropolitan,9028.0,0.4878048780487805,0.4878048780487805
3621,Doncaster,1/10 Morrison Cr,3,h,736000.0,S,hockingstuart,08-10-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3622,Doncaster,20 Wilsons Rd,3,h,880000.0,PI,Ross,08-10-2016,13.9,3108.0,3.0,2.0,2.0,836.0,195.0,1970.0,Manningham,-37.7923,145.119,Eastern Metropolitan,9028.0,0.2332535885167464,0.2332535885167464
3623,Doncaster,49 Burgundy Dr,5,h,2168000.0,S,Barry,10-09-2016,13.9,3108.0,5.0,5.0,2.0,669.0,395.0,2016.0,Manningham,-37.7808,145.1185,Eastern Metropolitan,9028.0,0.5904334828101644,0.5904334828101644
3624,Doncaster,1/77 Ayr St,3,u,828000.0,SP,Barry,10-12-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3625,Doncaster,11A Balfour St,3,t,945000.0,S,Assisi,10-12-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3626,Doncaster,35 Bordeaux St,4,h,1430000.0,S,Jellis,10-12-2016,13.9,3108.0,4.0,2.0,2.0,655.0,170.0,1970.0,Manningham,-37.782,145.1194,Eastern Metropolitan,9028.0,0.2595419847328244,0.2595419847328244
3627,Doncaster,4 Colston Cl,4,h,1250000.0,PI,Barry,10-12-2016,13.9,3108.0,4.0,2.0,2.0,780.0,312.60333018422295,,Manningham,-37.7955,145.139,Eastern Metropolitan,9028.0,,
3628,Doncaster,5/333 George St,3,u,772000.0,S,Barry,10-12-2016,13.9,3108.0,3.0,2.0,1.0,203.0,109.0,1986.0,Manningham,-37.7776,145.1267,Eastern Metropolitan,9028.0,0.5369458128078818,0.5369458128078818
3629,Doncaster,1 Graeme Cl,4,h,2000000.0,S,Barry,10-12-2016,13.9,3108.0,4.0,3.0,2.0,507.0,203.19216461974494,,Manningham,-37.7738,145.1308,Eastern Metropolitan,9028.0,,
3630,Doncaster,22/222 Williamsons Rd,3,t,550000.0,VB,Hamilton,10-12-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3631,Doncaster,3/4 Frank St,3,t,950000.0,S,Ham,11-02-2017,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3632,Doncaster,10 Hampshire Rd,3,h,1300000.0,S,Barry,11-03-2017,13.9,3108.0,3.0,1.0,2.0,657.0,263.30818965517244,,Manningham,-37.7946,145.1375,Eastern Metropolitan,9028.0,,
3633,Doncaster,4 Judith Ct,5,h,880000.0,PI,Barry,12-06-2016,13.9,3108.0,4.0,3.0,2.0,882.0,183.0,1960.0,Manningham,-37.7801,145.1295,Eastern Metropolitan,9028.0,0.20748299319727892,0.20748299319727892
3634,Doncaster,28 Dunoon St,4,h,1468000.0,S,Ray,12-11-2016,13.9,3108.0,4.0,2.0,2.0,806.0,170.0,1975.0,Manningham,-37.7939,145.1392,Eastern Metropolitan,9028.0,0.2109181141439206,0.2109181141439206
3635,Doncaster,9 Gilmore Rd,3,h,1275000.0,PI,Barry,12-11-2016,13.9,3108.0,3.0,1.0,1.0,720.0,288.55692017005197,1960.0,Manningham,-37.79,145.1309,Eastern Metropolitan,9028.0,,
3636,Doncaster,2 Ibis St,4,h,1200000.0,S,ASL,12-11-2016,13.9,3108.0,4.0,1.0,2.0,657.0,263.30818965517244,,Manningham,-37.7856,145.1374,Eastern Metropolitan,9028.0,,
3637,Doncaster,45 Koolkuna Av,4,h,880000.0,PI,Philip,12-11-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3638,Doncaster,1 Sentinel Wy,3,t,1011500.0,S,Barry,12-11-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3639,Doncaster,3/36 Westfield Dr,3,u,655000.0,SP,Jellis,12-11-2016,13.9,3108.0,3.0,2.0,2.0,0.0,0.0,,Manningham,-37.7826,145.1274,Eastern Metropolitan,9028.0,,
3640,Doncaster,41 Highview Dr,3,h,1310000.0,S,Darren,13-08-2016,13.9,3108.0,3.0,1.0,2.0,1157.0,463.6949397732641,,Manningham,-37.7934,145.1336,Eastern Metropolitan,9028.0,,
3641,Doncaster,1 Howard Ct,3,h,880000.0,SN,Philip,13-08-2016,13.9,3108.0,3.0,2.0,2.0,647.0,152.0,1970.0,Manningham,-37.7769,145.1164,Eastern Metropolitan,9028.0,0.23493044822256567,0.23493044822256567
3642,Doncaster,1/10 Madeleine St,4,u,753000.0,S,Barry,13-08-2016,13.9,3108.0,3.0,1.0,1.0,241.0,105.0,1970.0,Manningham,-37.7743,145.1093,Eastern Metropolitan,9028.0,0.43568464730290457,0.43568464730290457
3643,Doncaster,170 Ayr St,4,h,1250000.0,SP,Fletchers,14-05-2016,13.9,3108.0,4.0,2.0,3.0,767.0,307.3932746811526,1963.0,Manningham,-37.7735,145.1044,Eastern Metropolitan,9028.0,,
3644,Doncaster,768 Elgar Rd,2,h,1140000.0,S,Barry,14-05-2016,13.9,3108.0,3.0,1.0,1.0,679.0,272.12520666036846,1960.0,Manningham,-37.7915,145.1224,Eastern Metropolitan,9028.0,,
3645,Doncaster,17/790 Elgar Rd,2,u,480000.0,PI,Fletchers,14-05-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3646,Doncaster,3/790 Elgar Rd,2,u,450000.0,VB,Fletchers,14-05-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3647,Doncaster,15 Parkhill Wy,4,h,1250000.0,PI,Barry,14-05-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3648,Doncaster,3 Somerville St,3,h,880000.0,PN,Fletchers,14-05-2016,13.9,3108.0,3.0,1.0,2.0,763.0,130.0,1970.0,Manningham,-37.7779,145.114,Eastern Metropolitan,9028.0,0.17038007863695936,0.17038007863695936
3649,Doncaster,41 Burgundy Dr,3,h,1180000.0,S,Barry,15-10-2016,13.9,3108.0,3.0,1.0,2.0,657.0,263.30818965517244,,Manningham,-37.7807,145.1193,Eastern Metropolitan,9028.0,,
3650,Doncaster,18c High St,3,t,746000.0,S,hockingstuart,15-10-2016,13.9,3108.0,3.0,2.0,2.0,118.0,106.0,2013.0,Manningham,-37.7863,145.106,Eastern Metropolitan,9028.0,0.8983050847457628,0.8983050847457628
3651,Doncaster,25 Wilsons Rd,4,h,880000.0,PI,Philip,15-10-2016,13.9,3108.0,4.0,2.0,2.0,726.0,183.0,1975.0,Manningham,-37.792,145.119,Eastern Metropolitan,9028.0,0.25206611570247933,0.25206611570247933
3652,Doncaster,460 Doncaster Rd,3,h,880000.0,S,Jellis,16-04-2016,13.9,3108.0,3.0,1.0,2.0,692.0,129.0,1960.0,Manningham,-37.7878,145.1111,Eastern Metropolitan,9028.0,0.18641618497109827,0.18641618497109827
3653,Doncaster,19 Gilmore Rd,3,h,1485000.0,S,Barry,16-04-2016,13.9,3108.0,3.0,2.0,2.0,731.0,140.0,1960.0,Manningham,-37.7892,145.131,Eastern Metropolitan,9028.0,0.19151846785225718,0.19151846785225718
3654,Doncaster,1 Gray St,3,h,880000.0,SN,Philip,16-04-2016,13.9,3108.0,3.0,2.0,1.0,356.0,142.67536608408125,2009.0,Manningham,-37.7898,145.1065,Eastern Metropolitan,9028.0,,
3655,Doncaster,22 Menarra St,3,h,1190000.0,S,Ray,16-04-2016,13.9,3108.0,3.0,1.0,1.0,658.0,140.0,1960.0,Manningham,-37.7816,145.1066,Eastern Metropolitan,9028.0,0.2127659574468085,0.2127659574468085
3656,Doncaster,33a Finlayson St,4,t,1325000.0,PI,Jellis,16-07-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3657,Doncaster,31 Massey St,3,h,900000.0,PI,Ray,16-07-2016,13.9,3108.0,2.0,2.0,2.0,366.0,150.0,2013.0,Manningham,-37.792,145.1077,Eastern Metropolitan,9028.0,0.4098360655737705,0.4098360655737705
3658,Doncaster,2/6 Baird Street Nth,3,t,880000.0,PN,Ross,17-09-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3659,Doncaster,4 Benton Ct,3,h,1250000.0,PI,Jellis,17-09-2016,13.9,3108.0,3.0,2.0,1.0,728.0,150.0,1965.0,Manningham,-37.7813,145.1318,Eastern Metropolitan,9028.0,0.20604395604395603,0.20604395604395603
3660,Doncaster,2 Louise Ct,3,h,1030000.0,S,Ray,17-09-2016,13.9,3108.0,3.0,1.0,1.0,827.0,100.0,1960.0,Manningham,-37.7848,145.1029,Eastern Metropolitan,9028.0,0.12091898428053205,0.12091898428053205
3661,Doncaster,4 Toronto Av,5,h,1460000.0,PI,Barry,17-09-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3662,Doncaster,4/98 Church Rd,4,t,985000.0,S,Fletchers,18-03-2017,13.9,3108.0,4.0,2.0,2.0,182.0,160.0,1998.0,Manningham,-37.7888,145.138,Eastern Metropolitan,9028.0,0.8791208791208791,0.8791208791208791
3663,Doncaster,15 Glenda St,3,h,1300000.0,S,Jellis,18-03-2017,13.9,3108.0,3.0,1.0,2.0,651.0,119.0,1970.0,Manningham,-37.7827,145.1051,Eastern Metropolitan,9028.0,0.1827956989247312,0.1827956989247312
3664,Doncaster,34 Koolkuna Av,4,h,880000.0,S,Barry,18-03-2017,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3665,Doncaster,1/1 Paul St,2,u,522500.0,S,Noel,18-06-2016,13.9,3108.0,2.0,1.0,1.0,145.0,58.11215753424658,,Manningham,-37.7874,145.1043,Eastern Metropolitan,9028.0,,
3666,Doncaster,3/9 Persimmon Ct,3,t,880000.0,PI,Philip,18-06-2016,13.9,3108.0,3.0,2.0,1.0,228.0,156.0,2014.0,Manningham,-37.7845,145.1399,Eastern Metropolitan,9028.0,0.6842105263157895,0.6842105263157895
3667,Doncaster,6 Santiago St,5,h,1510000.0,PI,Barry,18-06-2016,13.9,3108.0,4.0,2.0,2.0,659.0,264.1097366556448,,Manningham,-37.7903,145.1107,Eastern Metropolitan,9028.0,,
3668,Doncaster,42 Studley Ct,4,h,1460000.0,SP,Parkes,18-06-2016,13.9,3108.0,4.0,2.0,2.0,840.0,336.649740198394,,Manningham,-37.78,145.1145,Eastern Metropolitan,9028.0,,
3669,Doncaster,30 Winbrook Ct,3,h,958000.0,S,Parkes,18-06-2016,13.9,3108.0,3.0,2.0,2.0,0.0,0.0,,Manningham,-37.7814,145.1273,Eastern Metropolitan,9028.0,,
3670,Doncaster,46 Winston Dr,4,h,1462500.0,S,Philip,18-06-2016,13.9,3108.0,4.0,3.0,2.0,654.0,160.0,1969.0,Manningham,-37.7795,145.1294,Eastern Metropolitan,9028.0,0.24464831804281345,0.24464831804281345
3671,Doncaster,5 Wittig St,5,h,880000.0,S,Jellis,18-06-2016,13.9,3108.0,5.0,5.0,2.0,718.0,287.7553731695796,,Manningham,-37.7914,145.1213,Eastern Metropolitan,9028.0,,
3672,Doncaster,35 Bellara St,3,h,1430000.0,S,Barry,19-11-2016,13.9,3108.0,3.0,1.0,2.0,811.0,325.02730869154465,1970.0,Manningham,-37.7927,145.1386,Eastern Metropolitan,9028.0,,
3673,Doncaster,16 Burgundy Dr,4,h,880000.0,S,Fletchers,19-11-2016,13.9,3108.0,4.0,2.0,2.0,713.0,285.7515056683987,1975.0,Manningham,-37.7802,145.1182,Eastern Metropolitan,9028.0,,
3674,Doncaster,33 Finlayson St,4,t,1350000.0,PI,Barry,19-11-2016,13.9,3108.0,4.0,3.0,2.0,711.0,284.94995866792635,1960.0,Manningham,-37.7887,145.1086,Eastern Metropolitan,9028.0,,
3675,Doncaster,24 Outlook Dr,3,h,1250000.0,PI,Fletchers,19-11-2016,13.9,3108.0,3.0,2.0,2.0,900.0,195.0,1970.0,Manningham,-37.7902,145.1344,Eastern Metropolitan,9028.0,0.21666666666666667,0.21666666666666667
3676,Doncaster,7 Reddan Ct,4,h,1460800.0,SP,Jellis,19-11-2016,13.9,3108.0,4.0,3.0,2.0,654.0,305.0,1970.0,Manningham,-37.7856,145.1088,Eastern Metropolitan,9028.0,0.46636085626911317,0.46636085626911317
3677,Doncaster,18 Roseland Gr,3,h,1152500.0,S,Barry,19-11-2016,13.9,3108.0,3.0,2.0,2.0,648.0,129.0,1980.0,Manningham,-37.7798,145.1368,Eastern Metropolitan,9028.0,0.19907407407407407,0.19907407407407407
3678,Doncaster,5 Iskandar Pl,5,h,1650000.0,VB,Jellis,22-05-2016,13.9,3108.0,5.0,4.0,2.0,500.0,429.0,2007.0,Manningham,-37.7863,145.1105,Eastern Metropolitan,9028.0,0.858,0.858
3679,Doncaster,9 Ernst St,3,h,1474000.0,S,Barry,22-08-2016,13.9,3108.0,4.0,2.0,2.0,753.0,301.782445677846,,Manningham,-37.7753,145.1114,Eastern Metropolitan,9028.0,,
3680,Doncaster,3/6 Hepburn Rd,3,u,800000.0,PI,Barry,22-08-2016,13.9,3108.0,3.0,2.0,2.0,267.0,107.00652456306094,1991.0,Manningham,-37.7882,145.1315,Eastern Metropolitan,9028.0,,
3681,Doncaster,5 Studley St,6,h,880000.0,SP,Fletchers,22-08-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3682,Doncaster,741 Elgar Rd,3,h,1391000.0,S,Ray,23-04-2016,13.9,3108.0,3.0,1.0,1.0,764.0,175.0,1965.0,Manningham,-37.7934,145.1207,Eastern Metropolitan,9028.0,0.22905759162303665,0.22905759162303665
3683,Doncaster,4/20 Wetherby Rd,2,u,452000.0,S,Parkes,23-04-2016,13.9,3108.0,2.0,1.0,1.0,67.0,68.0,1975.0,Manningham,-37.7887,145.1436,Eastern Metropolitan,9028.0,1.0149253731343284,1.0149253731343284
3684,Doncaster,34 Harcourt St,4,h,880000.0,SN,Ham,24-09-2016,13.9,3108.0,4.0,2.0,2.0,279.0,111.81580656589514,2008.0,Manningham,-37.7915,145.1115,Eastern Metropolitan,9028.0,,
3685,Doncaster,31 Pettys La,4,h,880000.0,SN,hockingstuart,24-09-2016,13.9,3108.0,3.0,1.0,2.0,749.0,180.0,1970.0,Manningham,-37.7904,145.1129,Eastern Metropolitan,9028.0,0.24032042723631508,0.24032042723631508
3686,Doncaster,22 Tandara Av,4,h,1505000.0,S,Barry,24-09-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3687,Doncaster,5 Warren St,5,h,1322000.0,S,Jellis,24-09-2016,13.9,3108.0,5.0,1.0,0.0,729.0,292.16388167217764,,Manningham,-37.7932,145.1123,Eastern Metropolitan,9028.0,,
3688,Doncaster,3/103 Church Rd,3,t,1102200.0,SP,Jellis,25-02-2017,13.9,3108.0,3.0,2.0,2.0,233.0,175.0,2012.0,Manningham,-37.7881,145.1371,Eastern Metropolitan,9028.0,0.7510729613733905,0.7510729613733905
3689,Doncaster,342 Manningham Rd,3,h,880000.0,SP,Fletchers,25-02-2017,13.9,3108.0,3.0,1.0,1.0,653.0,137.0,1960.0,Manningham,-37.7763,145.1177,Eastern Metropolitan,9028.0,0.20980091883614088,0.20980091883614088
3690,Doncaster,378 Manningham Rd,4,h,1401000.0,S,RW,25-02-2017,13.9,3108.0,4.0,3.0,2.0,650.0,261.0,1970.0,Manningham,-37.7785,145.1212,Eastern Metropolitan,9028.0,0.4015384615384615,0.4015384615384615
3691,Doncaster,5 Robin Ct,4,h,1782000.0,S,Barry,25-02-2017,13.9,3108.0,4.0,3.0,3.0,586.0,306.0,2002.0,Manningham,-37.7739,145.1287,Eastern Metropolitan,9028.0,0.5221843003412969,0.5221843003412969
3692,Doncaster,4 Scenic Ri,4,h,1300000.0,PI,Jellis,25-02-2017,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3693,Doncaster,5 Tiffany Ct,4,h,880000.0,SP,Jellis,25-02-2017,13.9,3108.0,4.0,2.0,2.0,805.0,322.62266769012757,1970.0,Manningham,-37.7807,145.1253,Eastern Metropolitan,9028.0,,
3694,Doncaster,60 Turana St,3,h,880000.0,S,Ray,25-02-2017,13.9,3108.0,3.0,2.0,2.0,643.0,257.69736065186584,,Manningham,-37.7847,145.131,Eastern Metropolitan,9028.0,,
3695,Doncaster,1/21 Nola St,3,u,735000.0,S,Ray,26-07-2016,13.9,3108.0,3.0,1.0,1.0,302.0,121.03359707132735,,Manningham,-37.7809,145.1061,Eastern Metropolitan,9028.0,,
3696,Doncaster,12 Norfolk Cct,4,h,1520000.0,S,Barry,26-07-2016,13.9,3108.0,4.0,3.0,2.0,657.0,275.0,2010.0,Manningham,-37.7954,145.1379,Eastern Metropolitan,9028.0,0.4185692541856925,0.4185692541856925
3697,Doncaster,4 Bellara St,3,h,990000.0,S,Barry,27-06-2016,13.9,3108.0,2.0,1.0,1.0,746.0,298.9770311761927,,Manningham,-37.7933,145.1417,Eastern Metropolitan,9028.0,,
3698,Doncaster,70 Council St,4,h,880000.0,S,Jellis,27-06-2016,13.9,3108.0,4.0,2.0,2.0,674.0,196.0,1968.0,Manningham,-37.7805,145.1309,Eastern Metropolitan,9028.0,0.29080118694362017,0.29080118694362017
3699,Doncaster,16 Katrina St,3,h,1020000.0,PI,hockingstuart,27-06-2016,13.9,3108.0,3.0,1.0,2.0,725.0,290.5607876712329,,Manningham,-37.7945,145.1172,Eastern Metropolitan,9028.0,,
3700,Doncaster,13b Outlook Dr,3,h,878000.0,S,Barry,27-06-2016,13.9,3108.0,3.0,2.0,2.0,0.0,163.0,2001.0,Manningham,-37.7901,145.1341,Eastern Metropolitan,9028.0,inf,inf
3701,Doncaster,3/11 Frank St,4,t,973500.0,S,Ray,27-11-2016,13.9,3108.0,4.0,2.0,2.0,234.0,160.0,2009.0,Manningham,-37.7932,145.1275,Eastern Metropolitan,9028.0,0.6837606837606838,0.6837606837606838
3702,Doncaster,183a High St,3,u,751800.0,SP,Jellis,27-11-2016,13.9,3108.0,3.0,1.0,2.0,109.0,120.0,2001.0,Manningham,-37.7749,145.1138,Eastern Metropolitan,9028.0,1.1009174311926606,1.1009174311926606
3703,Doncaster,8 Howard Ct,3,h,1100000.0,VB,Vic,27-11-2016,13.9,3108.0,3.0,2.0,2.0,771.0,169.0,1960.0,Manningham,-37.7765,145.117,Eastern Metropolitan,9028.0,0.2191958495460441,0.2191958495460441
3704,Doncaster,394 Manningham Rd,3,h,1202000.0,S,Barry,27-11-2016,13.9,3108.0,3.0,2.0,2.0,649.0,150.0,1965.0,Manningham,-37.7794,145.1224,Eastern Metropolitan,9028.0,0.23112480739599384,0.23112480739599384
3705,Doncaster,25 Outlook Dr,3,h,1362000.0,S,Philip,27-11-2016,13.9,3108.0,3.0,1.0,2.0,798.0,132.0,1960.0,Manningham,-37.7894,145.1333,Eastern Metropolitan,9028.0,0.16541353383458646,0.16541353383458646
3706,Doncaster,1/62 Rathmullen Qd,4,t,900000.0,VB,Fletchers,27-11-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3707,Doncaster,7 Botanic Dr,4,h,1810000.0,S,Jellis,28-05-2016,13.9,3108.0,4.0,2.0,4.0,769.0,240.0,1970.0,Manningham,-37.7781,145.1337,Eastern Metropolitan,9028.0,0.31209362808842656,0.31209362808842656
3708,Doncaster,5 Kalimna Cr,3,h,1150000.0,PI,Barry,28-05-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3709,Doncaster,3/20 Queens Av,3,t,901000.0,S,Jellis,28-05-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3710,Doncaster,34 Ayr St,3,h,826000.0,S,Assisi,28-08-2016,13.9,3108.0,3.0,1.0,4.0,192.0,278.0,,Manningham,-37.7837,145.1027,Eastern Metropolitan,9028.0,1.4479166666666667,1.4479166666666667
3711,Doncaster,1 Crawford Rd,3,h,900000.0,S,Barry,28-08-2016,13.9,3108.0,4.0,3.0,2.0,385.0,154.29779759093057,,Manningham,-37.7774,145.1205,Eastern Metropolitan,9028.0,,
3712,Doncaster,2 Eildon St,3,t,888000.0,S,Jellis,28-08-2016,13.9,3108.0,3.0,2.0,1.0,192.0,76.9485120453472,,Manningham,-37.7942,145.1256,Eastern Metropolitan,9028.0,,
3713,Doncaster,8 Winters Wy,3,h,1170500.0,S,Barry,30-07-2016,13.9,3108.0,,,,,194.0,,,,,Eastern Metropolitan,9028.0,,
3714,Eaglemont,82 The Righi,3,h,880000.0,SN,Miles,03-09-2016,10.3,3084.0,3.0,1.0,2.0,844.0,132.0,1930.0,Banyule,-37.7626,145.057,Eastern Metropolitan,1651.0,0.15639810426540285,0.15639810426540285
